./init-sources/maple_maple_03.jpg has [0.031, 0.0, 0.129, 0.163, 0.053, 0.384, 0.416, 0.538, 0.429, 0.172, 0.503, 0.429, 0.185, 0.003, 0.054, 0.001, 0.0, 0.0, 0.003, 0.029, 0.029, 0.286, 0.08, 0.145, 0.2, 0.001, 0.042, 0.094, 0.038, 0.001, 0.003, 0.0, 0.0]
./init-sources/banana_banana_01.jpeg has [0.007, 0.0, 2.525, 9.059, 0.003, 0.0, 2.765, 6.891, 0.057, 0.0, 1.672, 3.257, 0.031, 0.0, 0.547, 1.28, 0.0, 0.0, 2.508, 14.163, 0.002, 0.0, 2.965, 26.232, 0.076, 0.0, 2.908, 10.268, 0.043, 0.0, 0.952, 3.951, 0.0]
./init-sources/pomegranate_pomegranate_03.JPG has [0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11906.0, 0, 0, 0, 869.113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
./init-sources/bamboo_bamboo_02.jpg has [0.017, 0.001, 0.022, 0.055, 0.026, 0.022, 0.183, 0.548, 0.217, 0.068, 0.55, 1.37, 0.667, 0.003, 0.075, 0.11, 0.018, 0.0, 0.005, 0.006, 0.004, 0.0, 0.0, 0.208, 0.248, 0.009, 0.216, 0.548, 0.53, 0.0, 0.002, 0.012, 0.014]
./init-sources/strawberry_strawberry_04.jpg has [0.027, 0.076, 0.1, 0.554, 0.067, 0.538, 1.759, 1.07, 0.044, 0.034, 1.164, 0.377, 0.005, 0.045, 0.385, 0.03, 0.014, 0.025, 0.063, 0.48, 0.084, 0.251, 0.996, 0.832, 0.017, 0.0, 0.545, 0.352, 0.004, 0.0, 0.015, 0.0, 0.01]
./init-sources/mango_mango_02.JPG has [0.005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
./init-sources/lemon_lemon_01.JPG has [0.004, 0, 0, 0, 0, 6803.0, 416.789, 743.188, 0, 133.542, 354.433, 47627.0, 11528.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125.0, 0, 0, 0, 0, 0, 0, 0]
./init-sources/mango_mango_03.JPG has [0.008, 0, 0, 0, 0, 5952.5, 881.0, 991.25, 3842.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15875.0, 5291.0, 2267.0, 7685.0, 0, 0, 0, 0, 0, 0, 0, 0]
./init-sources/strawberry_strawberry_05.jpg has [0.021, 0.048, 0.071, 0.105, 0.052, 0.345, 1.736, 1.754, 0.25, 0.016, 0.416, 1.473, 0.103, 0.0, 0.002, 0.05, 0.021, 0.058, 0.077, 0.118, 0.047, 0.336, 2.449, 1.019, 0.249, 0.002, 0.378, 1.466, 0.079, 0.0, 0.002, 0.063, 0.024]
./init-sources/grape_grape_01.jpg has [0.752, 0.264, 0.533, 0.791, 0.096, 1.524, 6.196, 21.466, 0.512, 1.754, 3.592, 17.234, 1.872, 0.155, 1.388, 1.662, 0.097, 0.284, 0.621, 0.912, 0.096, 2.485, 138.263, 74.6, 0.555, 3.291, 10.725, 60.062, 2.012, 0.174, 1.594, 1.868, 0.098]
./init-sources/strawberry_strawberry_07.jpg has [0.013, 0.0, 0.119, 0.186, 0.0, 0.0, 0.954, 1.069, 0.004, 0.803, 1.807, 1.65, 0.768, 0.181, 0.507, 0.604, 0.227, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.049, 0.329, 0.434, 0.219, 0.01, 0.462, 0.603, 0.244]
./init-sources/grape_grape_03.jpg has [0.995, 0.11, 0.671, 0.251, 0.115, 0.812, 1.929, 1.99, 0.52, 0.142, 1.498, 2.033, 0.355, 0.017, 0.762, 0.57, 0.019, 0.021, 0.028, 0.018, 0.039, 0.317, 0.504, 0.693, 0.369, 0.071, 0.743, 4.822, 0.538, 0.02, 0.462, 0.708, 0.024]
./init-sources/mango_mango_01.JPG has [0.005, 0, 0, 0, 0, 2645.0, 634.04, 47627.0, 0, 1830.846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7937.0, 1057.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
./init-sources/lemon_lemon_02.JPG has [0.004, 0, 0, 0, 0, 0, 77.724, 294.826, 0, 20.908, 3.146, 5.625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 272.724, 792.8, 0, 25.416, 12.42, 153.136, 0, 0, 0, 0, 0]
./init-sources/lemon_lemon_03.JPG has [0.006, 0, 0, 0, 0, 84.971, 34.021, 150.682, 1486.613, 11.355, 2.374, 3.952, 55.584, 0, 146.808, 5123.0, 0, 0, 0, 0, 0, 140.75, 74.962, 195.0, 7685.0, 26.951, 9.889, 12.674, 3842.0, 0, 1920.5, 0, 0]
./init-sources/grape_grape_02.jpg has [3.077, 0.845, 1.173, 2.616, 0.314, 3.74, 1.507, 2.319, 1.191, 3.13, 2.026, 8.286, 8.544, 2.759, 1.228, 50.816, 40.809, 0.784, 0.715, 2.015, 0.261, 3.066, 0.468, 2.171, 1.012, 2.956, 1.766, 10.364, 9.675, 2.538, 1.508, 69.514, 69.208]
./init-sources/strawberry_strawberry_06.jpg has [0.091, 0.041, 0.612, 0.074, 0.0, 0.117, 1.546, 0.682, 0.178, 1.23, 2.028, 2.817, 1.659, 0.335, 0.762, 1.147, 0.318, 0.003, 0.344, 0.043, 0.0, 0.001, 0.708, 0.552, 0.015, 0.642, 1.301, 3.344, 0.871, 0.101, 0.596, 1.069, 0.137]
./init-sources/strawberry_strawberry_02.jpg has [0.021, 0.146, 0.237, 0.366, 0.15, 0.207, 2.04, 1.452, 0.239, 0.007, 0.586, 1.223, 0.14, 0.006, 0.013, 0.153, 0.12, 0.044, 0.185, 0.078, 0.009, 0.149, 2.812, 0.374, 0.006, 0.003, 0.628, 0.293, 0.019, 0.0, 0.0, 0.027, 0.027]
./init-sources/mango_mango_04.JPG has [0.003, 0, 0, 0, 0, 1286.243, 0, 0, 464.818, 11906.0, 3968.0, 2267.0, 568.333, 0, 0, 0, 0, 0, 0, 0, 0, 2645.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
./init-sources/mango_mango_10.JPG has [0.005, 0, 0, 0, 0, 23813.0, 47627.0, 4328.818, 6587.0, 23813.0, 0, 991.25, 903.235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
./init-sources/lemon_lemon_07.JPG has [0.007, 0, 0, 0, 0, 991.25, 74.6, 17.13, 0, 134.692, 11.288, 17.34, 0, 93.114, 83.772, 0, 0, 0, 0, 0, 0, 660.5, 71.493, 68.938, 0, 188.0, 47.255, 38.493, 0, 1023.8, 373.927, 0, 0]
./init-sources/lemon_lemon_06.JPG has [0.005, 0, 0, 0, 0, 792.8, 163.803, 428.081, 0, 7.032, 4.866, 7.896, 338.088, 0, 0, 0, 0, 0, 0, 0, 0, 634.04, 153.136, 2267.0, 0, 3.786, 4.826, 37.817, 3073.4, 0, 0, 0, 0]
./init-sources/mango_mango_05.JPG has [0.004, 0, 0, 0, 0, 0, 9524.6, 0, 330.77, 1286.243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15371.0, 0, 0, 0, 0, 0, 0, 0, 0]
./init-sources/strawberry_strawberry_03.jpg has [0.041, 0.0, 0.035, 0.5, 0.534, 0.236, 1.383, 2.887, 0.686, 0.753, 2.014, 2.219, 1.144, 0.342, 0.255, 0.293, 0.594, 0.0, 0.003, 0.123, 0.05, 0.023, 0.764, 2.823, 0.19, 0.162, 1.378, 2.427, 0.187, 0.066, 0.073, 0.066, 0.2]
./init-sources/strawberry_strawberry_01.jpg has [0.028, 0.0, 0.014, 0.66, 0.024, 0.303, 1.412, 1.679, 0.316, 0.025, 1.933, 1.307, 0.026, 0.01, 0.324, 0.212, 0.004, 0.0, 0.003, 0.313, 0.003, 0.097, 1.382, 0.932, 0.131, 0.001, 1.153, 0.81, 0.008, 0.008, 0.173, 0.178, 0.004]
./init-sources/mango_mango_07.JPG has [0.005, 0, 0, 0, 0, 47627.0, 0, 2645.0, 0, 165.531, 109.506, 428.081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3968.0, 440.0, 0, 0, 0, 0, 0, 0]
./init-sources/lemon_lemon_10.JPG has [0.008, 0, 0, 0, 0, 1399.824, 357.105, 792.8, 442.423, 59.518, 19.935, 6.236, 51.108, 0, 0, 0, 0, 0, 0, 0, 0, 3174.2, 2645.0, 5291.0, 333.174, 440.0, 7937.0, 127.032, 45.582, 0, 0, 0, 0]
./init-sources/lemon_lemon_04.JPG has [0.006, 0, 0, 0, 0, 806.254, 12.845, 201.672, 132.283, 34.864, 4.945, 6.424, 137.072, 0, 0, 0, 0, 0, 0, 0, 0, 634.04, 83.0, 495.125, 103.571, 36.093, 6.531, 19.835, 102.865, 0, 0, 0, 0]
./init-sources/lemon_lemon_05.JPG has [0.007, 0, 0, 0, 0, 0, 271.16, 54.836, 2561.0, 256.449, 14.404, 22.778, 0, 170.435, 28.733, 6587.0, 0, 0, 0, 0, 0, 0, 1586.6, 96.399, 1920.5, 2645.0, 1057.4, 0, 0, 0, 0, 0, 0]
./init-sources/mango_mango_06.JPG has [0.002, 0, 0, 0, 0, 0, 0, 951.56, 903.235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
./init-sources/grape_grape_04.jpg has [0.029, 0.014, 0.076, 0.275, 0.004, 0.327, 0.912, 1.751, 0.405, 0.53, 1.935, 1.972, 0.27, 0.062, 0.21, 0.437, 0.007, 0.0, 0.0, 0.0, 0.0, 0.005, 0.097, 0.394, 0.289, 0.161, 0.467, 2.312, 0.078, 0.055, 0.099, 0.316, 0.006]
